GCnum,date,time,compound,retention,area,height,sample,batch,ppm,redo ,unique_batch
ecd01.CHR,10/6/20,9:07:30,N2O,1.483,17.9216,2.571,Mix1,1,0.301,,1_10/6/20
ecd02.CHR,10/6/20,9:12:42,N2O,1.49,107.7728,15.275,Mix2,1,2.046,,1_10/6/20
ecd03.CHR,10/6/20,9:17:54,N2O,1.49,656.5964,89.689,Mix3,1,16.66,,1_10/6/20
ecd04.CHR,10/6/20,9:23:07,N2O,1.48,2.3668,0.345,Amb,1,,,1_10/6/20
ecd05.CHR,10/6/20,9:28:19,N2O,1.49,2.0644,0.305,Amb,1,,,1_10/6/20
ecd06.CHR,10/6/20,9:33:32,N2O,1.49,2.5582,0.383,Amb,1,,,1_10/6/20
ecd112.CHR,10/6/20,20:29:50,N2O,1.5,5.3964,0.814,C1-0,1,,,1_10/6/20
ecd07.CHR,10/6/20,9:38:44,N2O,1.5,4.4882,0.655,2012-45,1,,,1_10/6/20
ecd08.CHR,10/6/20,9:43:57,N2O,1.49,5.6312,0.857,2003-45,1,,,1_10/6/20
ecd09.CHR,10/6/20,9:49:09,N2O,1.493,4.5608,0.67,235-45,1,,,1_10/6/20
ecd10.CHR,10/6/20,9:54:22,N2O,1.493,4.252,0.635,2002-45,1,,,1_10/6/20
ecd11.CHR,10/6/20,9:59:35,N2O,1.5,4.1296,0.617,243-45,1,,,1_10/6/20
ecd12.CHR,10/6/20,10:04:47,N2O,1.496,4.7172,0.691,2022-45,1,,,1_10/6/20
ecd13.CHR,10/6/20,10:10:00,N2O,1.5,5.0204,0.73,234-45,1,,,1_10/6/20
ecd14.CHR,10/6/20,10:15:13,N2O,1.486,4.9948,0.727,238-45,1,,,1_10/6/20
ecd15.CHR,10/6/20,10:20:26,N2O,1.49,4.8988,0.718,2017-45,1,,,1_10/6/20
ecd16.CHR,10/6/20,10:25:39,N2O,1.496,4.9922,0.722,252-45,1,,,1_10/6/20
ecd17.CHR,10/6/20,10:30:51,N2O,1.496,4.9196,0.72,2007-45,1,,,1_10/6/20
ecd18.CHR,10/6/20,10:38:30,N2O,1.5,16.8036,1.055,2018-45,1,,,1_10/6/20
ecd19.CHR,10/6/20,10:45:26,N2O,1.503,5.1568,0.776,248-45,1,,,1_10/6/20
ecd20.CHR,10/6/20,10:50:56,N2O,1.5,5.8138,0.879,2005-45,1,,,1_10/6/20
ecd21.CHR,10/6/20,10:56:08,N2O,1.493,4.834,0.717,C2-45,1,,,1_10/6/20
ecd22.CHR,10/6/20,11:01:21,N2O,1.5,4.873,0.716,2012-90,1,,,1_10/6/20
ecd23.CHR,10/6/20,11:06:34,N2O,1.496,5.007,0.732,2003-90,1,,,1_10/6/20
ecd24.CHR,10/6/20,11:11:46,N2O,1.503,26.3458,1.372,235-90,1,,,1_10/6/20
ecd25.CHR,10/6/20,11:16:58,N2O,1.496,4.415,0.652,2002-90,1,,,1_10/6/20
ecd26.CHR,10/6/20,11:22:11,N2O,1.496,6.6464,0.999,243-90,1,,,1_10/6/20
ecd27.CHR,10/6/20,11:27:24,N2O,1.503,5.196,0.756,2022-90,1,,,1_10/6/20
ecd28.CHR,10/6/20,11:32:37,N2O,1.5,5.6156,0.823,234-90,1,,,1_10/6/20
ecd29.CHR,10/6/20,11:37:49,N2O,1.496,4.8168,0.712,238-90,1,,,1_10/6/20
ecd30.CHR,10/6/20,11:43:02,N2O,1.5,5.026,0.738,2017-90,1,,,1_10/6/20
ecd31.CHR,10/6/20,11:48:15,N2O,1.496,5.3616,0.794,252-90,1,,,1_10/6/20
ecd32.CHR,10/6/20,11:53:28,N2O,1.496,5.8716,0.859,2007-90,1,,,1_10/6/20
ecd33.CHR,10/6/20,11:58:40,N2O,1.496,5.1748,0.756,2018-90,1,,,1_10/6/20
ecd34.CHR,10/6/20,12:03:53,N2O,1.496,5.9718,0.871,248-90,1,,,1_10/6/20
ecd35.CHR,10/6/20,12:09:06,N2O,1.503,7.451,1.092,2005-90,1,,,1_10/6/20
ecd36.CHR,10/6/20,12:14:19,N2O,1.5,6.662,0.977,C2-90,1,,,1_10/6/20
ecd37.CHR,10/6/20,12:19:32,N2O,1.5,5.9762,0.885,222-45,1,,,1_10/6/20
ecd38.CHR,10/6/20,12:24:45,N2O,1.503,6.5944,0.985,241-45,1,,,1_10/6/20
ecd39.CHR,10/6/20,12:29:58,N2O,1.5,6.7326,0.997,232-45,1,,,1_10/6/20
ecd40.CHR,10/6/20,12:35:10,N2O,1.5,6.9098,1.032,2020-45,1,,,1_10/6/20
ecd41.CHR,10/6/20,12:40:23,N2O,1.493,6.4684,0.96,253-45,1,,,1_10/6/20
ecd42.CHR,10/6/20,12:46:15,N2O,1.503,8.0748,1.222,219-45,1,,,1_10/6/20
ecd43.CHR,10/6/20,12:51:28,N2O,1.493,13.9616,2.051,255-45,1,,,1_10/6/20
ecd44.CHR,10/6/20,12:56:40,N2O,1.503,10.6908,1.596,236-45,1,,,1_10/6/20
ecd45.CHR,10/6/20,13:01:54,N2O,1.503,7.1286,1.063,210-45,1,,,1_10/6/20
ecd46.CHR,10/6/20,13:07:07,N2O,1.493,6.6644,0.981,204-45,1,,,1_10/6/20
ecd47.CHR,10/6/20,13:12:19,N2O,1.5,8.6004,1.272,2009-45,1,,,1_10/6/20
ecd48.CHR,10/6/20,13:17:33,N2O,1.5,6.4148,0.95,2006-45,1,,,1_10/6/20
ecd49.CHR,10/6/20,13:22:46,N2O,1.503,7.564,1.122,231-45,1,,,1_10/6/20
ecd50.CHR,10/6/20,13:27:59,N2O,1.503,8.0448,1.21,2011-45,1,,,1_10/6/20
ecd51.CHR,10/6/20,13:37:01,N2O,1.503,21.6928,3.081,Mix1,2,0.301,,2_10/6/20
ecd52.CHR,10/6/20,13:42:14,N2O,1.5,125.9754,17.381,Mix2,2,2.046,,2_10/6/20
ecd53.CHR,10/6/20,13:47:27,N2O,1.503,690.6224,92.426,Mix3,2,16.66,,2_10/6/20
ecd112.CHR,10/6/20,20:29:50,N2O,1.5,5.3964,0.814,C1-0,2,,,2_10/6/20
ecd54.CHR,10/6/20,13:52:40,N2O,1.503,7.0974,1.059,203-45,2,,,2_10/6/20
ecd55.CHR,10/6/20,13:57:53,N2O,1.5,6.7132,0.992,222-90,2,,,2_10/6/20
ecd56.CHR,10/6/20,14:03:06,N2O,1.5,6.6404,0.984,241-90,2,,,2_10/6/20
ecd57.CHR,10/6/20,14:08:19,N2O,1.5,7.0686,1.049,232-90,2,,,2_10/6/20
ecd58.CHR,10/6/20,14:13:32,N2O,1.5,7.1058,1.062,2020-90,2,,,2_10/6/20
ecd59.CHR,10/6/20,14:18:45,N2O,1.5,7.976,1.16,253-90,2,,,2_10/6/20
ecd60.CHR,10/6/20,14:23:58,N2O,1.5,12.0168,1.787,219-90,2,,,2_10/6/20
ecd61.CHR,10/6/20,14:29:11,N2O,1.503,15.7514,2.344,255-90,2,,,2_10/6/20
ecd62.CHR,10/6/20,14:34:25,N2O,1.5,12.5424,1.861,236-90,2,,,2_10/6/20
ecd63.CHR,10/6/20,14:39:38,N2O,1.5,6.8492,1.024,210-90,2,,,2_10/6/20
ecd64.CHR,10/6/20,14:44:51,N2O,1.5,6.7104,1.008,204-90,2,,,2_10/6/20
ecd65.CHR,10/6/20,14:50:04,N2O,1.5,35.344,2.195,2009-90,2,,,2_10/6/20
ecd66.CHR,10/6/20,14:55:17,N2O,1.503,6.2868,0.926,2006-90,2,,,2_10/6/20
ecd67.CHR,10/6/20,15:00:29,N2O,1.503,6.5904,0.97,231-90,2,,,2_10/6/20
ecd68.CHR,10/6/20,15:05:42,N2O,1.503,10.948,1.622,2011-90,2,,,2_10/6/20
ecd69.CHR,10/6/20,15:10:55,N2O,1.496,8.6648,1.271,203-90,2,,,2_10/6/20
ecd70.CHR,10/6/20,15:16:08,N2O,1.5,6.7658,1.008,226-45,2,,,2_10/6/20
ecd71.CHR,10/6/20,15:21:21,N2O,1.496,6.8468,1.007,201-45,2,,,2_10/6/20
ecd72.CHR,10/6/20,15:26:33,N2O,1.503,7.8098,1.173,251-45,2,,,2_10/6/20
ecd73.CHR,10/6/20,15:31:46,N2O,1.5,6.5452,0.988,227-45,2,,no_pressure,2_10/6/20
ecd74.CHR,10/6/20,15:36:59,N2O,1.503,5.8172,0.873,223-45,2,,,2_10/6/20
ecd75.CHR,10/6/20,15:42:12,N2O,1.496,7.228,1.067,211-45,2,,,2_10/6/20
ecd76.CHR,10/6/20,15:47:25,N2O,1.496,6.0712,0.91,218-45,2,,,2_10/6/20
ecd77.CHR,10/6/20,15:52:38,N2O,1.503,6.9412,1.027,224-45,2,,,2_10/6/20
ecd78.CHR,10/6/20,15:57:51,N2O,1.496,7.1552,1.07,213-45,2,,,2_10/6/20
ecd79.CHR,10/6/20,17:37:42,N2O,1.496,6.6118,0.989,221-45,2,,,2_10/6/20
ecd80.CHR,10/6/20,17:42:54,N2O,1.5,5.4464,0.806,208-45,2,,,2_10/6/20
ecd81.CHR,10/6/20,17:48:07,N2O,1.503,30.6556,1.638,239-45,2,,,2_10/6/20
ecd82.CHR,10/6/20,17:53:20,N2O,1.503,5.6772,0.861,233-45,2,,,2_10/6/20
ecd83.CHR,10/6/20,17:58:33,N2O,1.5,6.7476,1.021,229-45,2,,,2_10/6/20
ecd84.CHR,10/6/20,18:03:46,N2O,1.506,6.7862,1.01,209-45,2,,,2_10/6/20
ecd85.CHR,10/6/20,18:08:59,N2O,1.503,35.554,2.005,226-90,2,,,2_10/6/20
ecd86.CHR,10/6/20,18:14:12,N2O,1.503,8.4134,1.259,201-90,2,,,2_10/6/20
ecd87.CHR,10/6/20,18:19:25,N2O,1.503,9.5284,1.43,251-90,2,,,2_10/6/20
ecd88.CHR,10/6/20,18:24:38,N2O,1.506,10.2536,1.531,227-90,2,,no_pressure,2_10/6/20
ecd89.CHR,10/6/20,18:29:51,N2O,1.503,9.1888,1.371,223-90,2,,,2_10/6/20
ecd90.CHR,10/6/20,18:35:04,N2O,1.503,11.4238,1.699,211-90,2,,,2_10/6/20
ecd91.CHR,10/6/20,18:40:18,N2O,1.5,7.7712,1.151,218-90,2,,,2_10/6/20
ecd92.CHR,10/6/20,18:45:31,N2O,1.5,8.5666,1.29,224-90,2,,,2_10/6/20
ecd93.CHR,10/6/20,18:50:44,N2O,1.506,7.4816,1.101,213-90,2,,,2_10/6/20
ecd94.CHR,10/6/20,18:55:57,N2O,1.503,39.844,2.053,221-90,2,,,2_10/6/20
ecd95.CHR,10/6/20,19:01:10,N2O,1.5,6.6088,0.971,208-90,2,,,2_10/6/20
ecd96.CHR,10/6/20,19:06:23,N2O,1.503,8.6514,1.275,239-90,2,,,2_10/6/20
ecd97.CHR,10/6/20,19:11:36,N2O,1.503,7.1776,1.073,233-90,2,,,2_10/6/20
ecd98.CHR,10/6/20,19:16:49,N2O,1.503,8.2634,1.203,229-90,2,,,2_10/6/20
ecd99.CHR,10/6/20,19:22:02,N2O,1.5,9.3704,1.41,209-90,2,,,2_10/6/20
ecd100.CHR,10/6/20,19:27:15,N2O,1.503,5.6948,0.853,2001-45,2,,,2_10/6/20
ecd101.CHR,10/6/20,19:32:28,N2O,1.506,21.2882,3.018,Mix1,3,0.301,,3_10/6/20
ecd102.CHR,10/6/20,19:37:41,N2O,1.51,130.7136,17.976,Mix2,3,2.046,,3_10/6/20
ecd103.CHR,10/6/20,19:42:54,N2O,1.5,695.5336,92.744,Mix3,3,16.66,,3_10/6/20
ecd104.CHR,10/6/20,19:48:07,N2O,1.506,6.911,1.041,250-45,3,,,3_10/6/20
ecd105.CHR,10/6/20,19:53:20,N2O,1.506,6.7934,1.017,2023-45,3,,,3_10/6/20
ecd106.CHR,10/6/20,19:58:33,N2O,1.506,5.9998,0.914,2019-45,3,,,3_10/6/20
ecd107.CHR,10/6/20,20:03:46,N2O,1.5,5.7252,0.851,254-45,3,,,3_10/6/20
ecd108.CHR,10/6/20,20:08:59,N2O,1.5,5.4114,0.807,2010-45,3,,,3_10/6/20
ecd109.CHR,10/6/20,20:14:12,N2O,1.503,5.434,0.806,247-45,3,,,3_10/6/20
ecd110.CHR,10/6/20,20:19:25,N2O,1.5,2.6724,0.378,240-45,3,,no_pressure,3_10/6/20
ecd111.CHR,10/6/20,20:24:38,N2O,1.5,5.386,0.805,242-45,3,,,3_10/6/20
ecd113.CHR,10/6/20,20:35:03,N2O,1.506,6.6684,0.986,225-45,3,,,3_10/6/20
ecd114.CHR,10/6/20,20:40:16,N2O,1.5,6.0404,0.914,220-45,3,,,3_10/6/20
ecd115.CHR,10/6/20,20:45:28,N2O,1.503,7.4546,1.108,2029-45,3,,,3_10/6/20
ecd116.CHR,10/6/20,20:50:42,N2O,1.503,5.8222,0.882,206-45,3,,,3_10/6/20
ecd117.CHR,10/6/20,20:55:55,N2O,1.503,6.785,1.008,230-45,3,,,3_10/6/20
ecd118.CHR,10/6/20,21:01:08,N2O,1.503,5.6672,0.835,2001-90,3,,,3_10/6/20
ecd119.CHR,10/6/20,21:06:20,N2O,1.503,7.2278,1.095,250-90,3,,,3_10/6/20
ecd120.CHR,10/6/20,21:11:33,N2O,1.5,5.6012,0.847,2023-90,3,,,3_10/6/20
ecd121.CHR,10/6/20,21:16:46,N2O,1.5,7.0118,1.052,2019-90,3,,,3_10/6/20
ecd122.CHR,10/6/20,21:21:59,N2O,1.5,8.1634,1.24,254-90,3,,,3_10/6/20
ecd123.CHR,10/6/20,21:27:11,N2O,1.5,5.759,0.859,2010-90,3,,,3_10/6/20
ecd124.CHR,10/6/20,21:32:24,N2O,1.503,6.4932,0.96,247-90,3,,,3_10/6/20
ecd125.CHR,10/6/20,21:37:37,N2O,1.503,6.734,1.002,240-90,3,,no_pressure,3_10/6/20
ecd126.CHR,10/6/20,21:42:50,N2O,1.496,6.1392,0.92,242-90,3,,,3_10/6/20
ecd127.CHR,10/6/20,21:48:03,N2O,1.496,8.9702,1.335,225-90,3,,,3_10/6/20
ecd128.CHR,10/6/20,21:53:16,N2O,1.5,7.8076,1.17,220-90,3,,,3_10/6/20
ecd129.CHR,10/6/20,22:52:54,N2O,1.5,8.7812,1.315,2029-90,3,,,3_10/6/20
ecd130.CHR,10/6/20,22:58:06,N2O,1.496,6.9586,1.055,206-90,3,,,3_10/6/20
ecd131.CHR,10/6/20,23:03:19,N2O,1.51,8.4768,1.261,230-90,3,,,3_10/6/20
ecd132.CHR,10/6/20,23:08:31,N2O,1.5,5.5956,0.846,C3-0,3,,,3_10/6/20
ecd133.CHR,10/6/20,23:13:44,N2O,1.503,5.7404,0.865,2027-45,3,,,3_10/6/20
ecd134.CHR,10/6/20,23:18:56,N2O,1.503,5.0612,0.753,2025-45,3,,,3_10/6/20
ecd135.CHR,10/6/20,23:24:09,N2O,1.503,5.5162,0.828,245-45,3,,,3_10/6/20
ecd136.CHR,10/6/20,23:29:22,N2O,1.503,6.7914,0.987,205-45,3,,,3_10/6/20
ecd137.CHR,10/6/20,23:34:35,N2O,1.503,5.7524,0.867,256-45,3,,,3_10/6/20
ecd138.CHR,10/6/20,23:39:47,N2O,1.5,6.5696,0.986,207-45,3,,,3_10/6/20
ecd139.CHR,10/6/20,23:45:00,N2O,1.5,4.8312,0.716,2015-45,3,,,3_10/6/20
ecd140.CHR,10/6/20,23:50:13,N2O,1.503,5.789,0.871,202-45,3,,,3_10/6/20
ecd141.CHR,10/6/20,23:55:26,N2O,1.506,6.2744,0.926,2028-45,3,,,3_10/6/20
ecd142.CHR,10/7/20,0:00:38,N2O,1.503,7.6342,1.143,2008-45,3,,,3_10/6/20
ecd143.CHR,10/7/20,0:05:51,N2O,1.503,9.572,1.437,2026-45,3,,,3_10/6/20
ecd144.CHR,10/7/20,0:11:04,N2O,1.506,6.4556,0.96,244-45,3,,,3_10/6/20
ecd145.CHR,10/7/20,0:16:17,N2O,1.5,5.402,0.812,249-45,3,,,3_10/6/20
ecd146.CHR,10/7/20,0:21:29,N2O,1.5,5.1088,0.747,2004-45,3,,no_pressure,3_10/6/20
ecd147.CHR,10/7/20,0:26:42,N2O,1.506,6.1398,0.916,2027-90,3,,,3_10/6/20
ecd148.CHR,10/7/20,0:31:55,N2O,1.5,5.2164,0.772,2025-90,3,,,3_10/6/20
ecd149.CHR,10/7/20,0:37:08,N2O,1.5,5.72,0.856,245-90,3,,,3_10/6/20
ecd150.CHR,10/7/20,0:42:20,N2O,1.5,9.0554,1.355,205-90,3,,,3_10/6/20
ecd151.CHR,10/7/20,0:47:33,N2O,1.496,7.0524,1.056,256-90,3,,,3_10/6/20
ecd152.CHR,10/7/20,0:52:46,N2O,1.503,11.1452,1.688,207-90,3,,,3_10/6/20
ecd153.CHR,10/7/20,0:57:58,N2O,1.506,5.2884,0.78,2015-90,3,,,3_10/6/20
ecd154.CHR,10/7/20,1:03:11,N2O,1.506,8.7844,1.324,202-90,3,,,3_10/6/20
ecd155.CHR,10/7/20,1:08:24,N2O,1.503,7.655,1.138,2028-90,3,,,3_10/6/20
ecd156.CHR,10/7/20,1:13:36,N2O,1.5,8.8062,1.316,2008-90,3,,,3_10/6/20
ecd157.CHR,10/7/20,1:18:49,N2O,1.503,19.0948,2.888,2026-90,3,,,3_10/6/20
ecd158.CHR,10/7/20,1:24:02,N2O,1.5,8.917,1.335,244-90,3,,,3_10/6/20
ecd159.CHR,10/7/20,1:29:14,N2O,1.5,6.4636,0.97,249-90,3,,,3_10/6/20
ecd160.CHR,10/7/20,1:34:27,N2O,1.496,5.42,0.81,2004-90,3,,no_pressure,3_10/6/20
ecd161.CHR,10/7/20,1:39:39,N2O,1.496,5.9824,0.886,2021-45,3,,,3_10/6/20
ecd162.CHR,10/7/20,1:44:52,N2O,1.5,5.2052,0.785,237-45,3,,,3_10/6/20
ecd163.CHR,10/7/20,1:50:05,N2O,1.503,8.7432,1.331,212-45,3,,,3_10/6/20
ecd164.CHR,10/7/20,1:55:18,N2O,1.503,5.2852,0.778,2016-45,3,,,3_10/6/20
ecd165.CHR,10/7/20,2:00:30,N2O,1.5,4.9676,0.741,2014-45,3,,,3_10/6/20
ecd166.CHR,10/7/20,2:05:43,N2O,1.496,6.1396,0.951,215-45,3,,,3_10/6/20
ecd167.CHR,10/7/20,2:10:56,N2O,1.503,6.189,0.928,217-45,3,,,3_10/6/20
ecd168.CHR,10/7/20,2:16:09,N2O,1.5,5.0672,0.766,2024-45,3,,,3_10/6/20
ecd169.CHR,10/7/20,2:21:21,N2O,1.506,6.6176,0.981,216-45,3,,,3_10/6/20
ecd170.CHR,10/7/20,2:26:34,N2O,1.5,7.5376,1.141,2021-90,3,,,3_10/6/20
ecd171.CHR,10/7/20,2:31:47,N2O,1.493,5.5348,0.834,237-90,3,,,3_10/6/20
ecd172.CHR,10/7/20,2:36:59,N2O,1.503,16.146,2.444,212-90,3,,,3_10/6/20
ecd173.CHR,10/7/20,2:42:12,N2O,1.5,5.336,0.795,2016-90,3,,,3_10/6/20
ecd174.CHR,10/7/20,2:47:24,N2O,1.5,5.5036,0.818,2014-90,3,,,3_10/6/20
ecd175.CHR,10/7/20,2:52:37,N2O,1.5,8.6814,1.321,215-90,3,,,3_10/6/20
ecd176.CHR,10/7/20,2:57:49,N2O,1.5,53.4856,2.529,217-90,3,,,3_10/6/20
ecd177.CHR,10/7/20,3:03:02,N2O,1.503,6.7852,1.022,2024-90,3,,,3_10/6/20
ecd178.CHR,10/7/20,3:08:15,N2O,1.496,58.0308,2.904,216-90,3,,,3_10/6/20
ecd04.CHR,10/6/20,9:23:07,N2O,1.48,2.3668,0.345,Amb,1,,,2_10/6/20
ecd05.CHR,10/6/20,9:28:19,N2O,1.49,2.0644,0.305,Amb,1,,,2_10/6/20
ecd06.CHR,10/6/20,9:33:32,N2O,1.49,2.5582,0.383,Amb,1,,,2_10/6/20
ecd04.CHR,10/6/20,9:23:07,N2O,1.48,2.3668,0.345,Amb,1,,,3_10/6/20
ecd05.CHR,10/6/20,9:28:19,N2O,1.49,2.0644,0.305,Amb,1,,,3_10/6/20
ecd06.CHR,10/6/20,9:33:32,N2O,1.49,2.5582,0.383,Amb,1,,,3_10/6/20